alien_name,alien_category,planet,galaxy,product,product_family,stage,created_date,close_date,closed,setup_charge,revenue_month
"Kovacek, Ferry and Rodriguez",Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,30-Apr-14,24-Jul-14,No,2300,600
Stoltenberg-Farrell,Kangaroos,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,29-Apr-14,25-Jun-14,No,,5000
"Tillman, Bartell and Braun",Dogs,Callisto,Omega,Small Rubber Chair,Kentucky druids,Qualification,22-Apr-14,30-May-14,No,15000,0
Fisher LLC,Ducks,Bianca,Centaurus A,Sleek Rubber Gloves,California sorcerors,Proposal,24-Apr-14,1-Sep-14,No,,500
Ankunding LLC,Bees,Amalthea,Milky Way,Small Rubber Chair,Kentucky druids,Qualification,2-May-14,23-Jul-14,No,150000,0
"Considine, Jacobi and O'Reilly",Horses,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,28-Apr-14,25-Jul-14,No,4600,4100
Hilll Group,Vixens,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Closed Won,30-Apr-14,1-May-14,Yes,11212.4,1679.3
"Smitham, Watsica and Von",Unknown,Aoede,Centaurus A,Awesome Granite Chair,California sorcerors,Qualification,24-Apr-14,30-May-14,No,,530
"Smitham, Watsica and Von",Unknown,Aoede,Centaurus A,Awesome Granite Chair,California sorcerors,Qualification,24-Apr-14,30-May-14,No,,0
Kerluke Group,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,4-May-14,4-May-14,Yes,,870
Wuckert and Sons,Bees,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,21600
Spinka LLC,Ogres,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,1-May-14,16-Feb-15,No,,0
"D'Amore, Hagenes and Vandervort",Ogres,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,5
"D'Amore, Hagenes and Vandervort",Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,19
Wuckert and Sons,Bees,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,80135
"Homenick, Volkman and Green",Horses,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Decision,30-Apr-14,10-Jun-14,No,,0
"Homenick, Volkman and Green",Horses,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Decision,30-Apr-14,10-Jun-14,No,,0
Jones Group,Foxes,Amalthea,Milky Way,Ergonomic Granite Chair,Colorado foes,Closed Won,6-May-14,6-May-14,Yes,5453.9,0
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Ergonomic Granite Chair,Colorado foes,Identification,11-Apr-14,30-Jun-14,No,10820.5,0
Smitham Inc,Ogres,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,5-May-14,19-May-14,No,,35
Smitham Inc,Ogres,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,5-May-14,19-May-14,No,,50
Schmeler and Sons,Horses,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,25-Apr-14,2-Jun-14,No,,0
Schmeler and Sons,Horses,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,25-Apr-14,2-Jun-14,No,,0
Schmeler and Sons,Horses,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,25-Apr-14,2-Jun-14,No,0,0
"Howell, Robel and Rutherford",Frogs,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Qualification,5-May-14,30-Jun-14,No,,7500
"Brekke, D'Amore and Schulist",Frogs,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Proposal,29-Apr-14,1-Sep-14,No,1000,2
"Beatty, Stanton and Treutel",Vixens,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,29-Apr-14,26-May-14,Yes,242.4,84.8
Conn Group,Foxes,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,2-May-14,2-May-14,Yes,,1185.8
Corkery-Yundt,Horses,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,17-Feb-14,6-Jun-14,No,10,110
Dooley-Lehner,Ogres,Calypso,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,5-May-14,21-Dec-15,No,,500
Watsica Group,Unknown,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Qualification,29-Apr-14,31-Oct-14,No,,400
Watsica Group,Unknown,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,29-Apr-14,31-Oct-14,No,,0
Watsica Group,Unknown,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Qualification,29-Apr-14,31-Oct-14,No,,0
Fisher LLC,Ducks,Callirrhoe,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,24-Apr-14,1-Sep-14,No,,1320
"Cormier, Welch and Romaguera",Vixens,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,12
Schamberger-Baumbach,Vixens,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,24-Apr-14,5-Jun-14,No,,1020
Schamberger-Baumbach,Vixens,Aoede,Centaurus A,Awesome Granite Chair,California sorcerors,Proposal,24-Apr-14,5-Jun-14,No,,500
Ankunding LLC,Bees,Amalthea,Milky Way,Small Rubber Chair,Kentucky druids,Qualification,25-Apr-14,8-Aug-14,No,8429.3,80.7
Howe LLC,Dogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,22-Apr-14,1-Jun-14,No,,0
Howe LLC,Dogs,Aoede,Centaurus A,Practical Cotton Table,Rhode Island people,Proposal,22-Apr-14,1-Jun-14,No,,0
Howe LLC,Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,22-Apr-14,1-Jun-14,No,,0
"Beatty, Stanton and Treutel",Vixens,Amalthea,Milky Way,Intelligent Steel Pants,California sorcerors,Qualification,29-Apr-14,26-May-14,No,3635.9,404.8
Nicolas-Gulgowski,Dogs,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,2-May-14,20-Jun-14,No,5200,3005
Stanton LLC,Ducks,Caliban,Messier 83,Rustic Rubber Chair,California sorcerors,Identification,1-May-14,30-Aug-14,No,50000,0
Stanton LLC,Ducks,Caliban,Messier 83,Rustic Rubber Chair,California sorcerors,Identification,1-May-14,30-Aug-14,No,2000,0
Dooley-Lehner,Ogres,Calypso,Milky Way,Rustic Concrete Table,California sorcerors,Identification,5-May-14,21-Dec-15,No,,3000
Runolfsson Inc,Foxes,Calypso,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,2-Mar-14,2-Feb-15,No,,0
Champlin-Heidenreich,Dogs,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Won,23-Apr-14,28-Apr-14,Yes,0,1295.2
Watsica Group,Unknown,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Qualification,29-Apr-14,31-Oct-14,No,,0
Watsica Group,Unknown,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Qualification,29-Apr-14,31-Oct-14,No,,0
Kessler LLC,Foxes,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,24-Apr-14,2-May-14,Yes,,3500
Kessler LLC,Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,24-Apr-14,2-May-14,Yes,,2370
Jones Group,Foxes,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Closed Won,11-Apr-14,30-Apr-14,Yes,1296.8,0
Kilback-Little,Unknown,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Identification,6-May-14,2-Feb-15,No,,299
Crooks and Sons,Foxes,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,72
Crooks and Sons,Foxes,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,28
Langosh-Witting,Ducks,Amalthea,Milky Way,Practical Rubber Hat,Vermont oracles,Proposal,29-Apr-14,4-Aug-14,No,7000,3000
Langosh-Witting,Ducks,Amalthea,Milky Way,Ergonomic Plastic Pants,Alabama chickens,Proposal,29-Apr-14,4-Aug-14,No,3000,2100
"Haley, Morissette and Daugherty",Bees,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,22-Apr-14,17-Jun-14,No,,9500
Raynor Group,Bees,Amalthea,Milky Way,Fantastic Wooden Car,California sorcerors,Closed Won,11-Apr-14,30-Apr-14,Yes,22096.4,0
Gislason-Nader,Ogres,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,1-Apr-14,1-Jul-14,No,,4500
Fahey-Dickens,Vixens,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,11
Dach-Weber,Fishes,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,5-May-14,30-Sep-14,No,,0
Dach-Weber,Fishes,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Qualification,5-May-14,30-Sep-14,No,,0
Dach-Weber,Fishes,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Qualification,5-May-14,30-Sep-14,No,,0
Bailey Inc,Foxes,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,2-May-14,2-May-14,Yes,,742.8
"Littel, Weissnat and Goodwin",Dogs,Carme,Omega,Rustic Steel Computer,Rhode Island people,Proposal,30-Apr-14,1-Jul-14,No,,0
Raynor Group,Bees,Amalthea,Milky Way,Fantastic Wooden Car,California sorcerors,Identification,6-May-14,30-Sep-14,No,6059.6,0
Bosco-Zboncak,Bees,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,24-Apr-14,29-Apr-14,Yes,,2310
"Streich, Greenholt and Deckow",Bees,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,5-May-14,30-Apr-14,Yes,,2222
Heaney-Crist,Foxes,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,6-May-14,6-May-14,Yes,,88
Heaney-Crist,Foxes,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,6-May-14,6-May-14,Yes,,308
"Bode, Crist and Harvey",Ogres,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,29-Apr-14,29-Oct-14,No,,0
"Bode, Crist and Harvey",Ogres,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,29-Apr-14,29-Oct-14,No,,688.8
Runolfsson Inc,Foxes,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,2-Mar-14,2-Feb-15,No,,1
Runolfsson Inc,Foxes,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,2-Mar-14,2-Feb-15,No,,0
Buckridge-Gaylord,Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,6-May-14,30-Mar-15,No,,1500
"Botsford, Kassulke and Rau",Unknown,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,6-May-14,1-Jul-14,No,,650
Fahey-Dickens,Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,3
Hintz-Purdy,Unknown,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,29-Apr-14,1-Aug-14,No,,1939.2
Sipes-Okuneva,Dogs,Aoede,Centaurus A,Awesome Granite Chair,California sorcerors,Identification,29-Apr-14,9-Mar-15,No,,2500
Zemlak Inc,Bees,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,30-Apr-14,9-Jul-14,No,1,8000
Dooley-Lehner,Ogres,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,5-May-14,21-Dec-15,No,,10000
Tromp-Wiza,Bees,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Identification,29-Apr-14,2-Jun-14,No,,450
Raynor Group,Bees,Amalthea,Milky Way,Fantastic Wooden Car,California sorcerors,Identification,6-May-14,30-Sep-14,No,6059.6,0
Bosco-Zboncak,Bees,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,24-Apr-14,29-Apr-14,Yes,,600
"Parisian, Daniel and Glover",Ogres,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Qualification,10-Apr-14,31-Jul-14,No,,0
Crona-Goyette,Vixens,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Closed Won,29-Apr-14,29-Apr-14,Yes,,1025
"Littel, Weissnat and Goodwin",Dogs,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Proposal,30-Apr-14,1-Jul-14,No,,30000
"Littel, Weissnat and Goodwin",Dogs,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,30-Apr-14,1-Jul-14,No,,0
"Littel, Weissnat and Goodwin",Dogs,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,30-Apr-14,1-Jul-14,No,,0
Heaney-Crist,Foxes,Aegaeon,Andromeda,Rustic Steel Car,Rhode Island people,Closed Won,6-May-14,6-May-14,Yes,,0
Buckridge-Gaylord,Dogs,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,6-May-14,30-Mar-15,No,,900
"Botsford, Kassulke and Rau",Unknown,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,6-May-14,1-Jul-14,No,,1300
Wuckert and Sons,Bees,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,9165
Wuckert and Sons,Bees,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,4500
Wuckert and Sons,Bees,Aegir,Milky Way,Sleek Rubber Hat,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,440
Wuckert and Sons,Bees,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,17240
Wuckert and Sons,Bees,Aegir,Milky Way,Practical Cotton Table,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,10890
Yundt-Reilly,Bees,Aegir,Milky Way,Rustic Rubber Chair,California sorcerors,Qualification,6-May-14,30-Jul-14,No,,20000
Crist-Volkman,Horses,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,25-Apr-14,15-Dec-14,No,,800
"Botsford, Kassulke and Rau",Unknown,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,6-May-14,1-Jul-14,No,,2300
"Botsford, Kassulke and Rau",Unknown,Carpo,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,6-May-14,1-Jul-14,No,,1150
Dooley-Lehner,Ogres,Aoede,Centaurus A,Rustic Concrete Table,California sorcerors,Identification,5-May-14,21-Dec-15,No,,70000
Moen-Koss,Horses,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Qualification,5-May-14,29-Aug-14,No,,4200
"McCullough, Schiller and Schultz",Foxes,Calypso,Milky Way,Rustic Concrete Table,California sorcerors,Closed Won,30-Apr-14,6-May-14,Yes,15954.6,10516.4
Jacobi LLC,Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,5-May-14,19-May-14,No,,60
"Botsford, Kassulke and Rau",Unknown,Atlas,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,6-May-14,1-Jul-14,No,,2600
"Botsford, Kassulke and Rau",Unknown,Atlas,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,6-May-14,1-Jul-14,No,,5200
Sauer-Schimmel,Vixens,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Qualification,1-May-14,1-Dec-14,No,,0
"Pollich, Mante and Eichmann",Horses,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,5-May-14,1-Oct-14,No,,2000
Hermann-Wehner,Ogres,Arche,Centaurus A,Sleek Rubber Gloves,California sorcerors,Proposal,6-May-14,11-Aug-14,No,,1500
Zemlak Inc,Bees,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,30-Apr-14,6-Aug-14,No,1,15000
Runolfsson Inc,Foxes,Calypso,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,2-Mar-14,2-Feb-15,No,,0
"Macejkovic, Labadie and Towne",Foxes,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,1-May-14,19-Sep-14,No,5000,450
Kessler LLC,Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,5-May-14,5-May-14,Yes,,1320
Stanton LLC,Ducks,Caliban,Messier 83,Rustic Concrete Table,California sorcerors,Identification,5-May-14,5-Aug-14,No,0,3751.4
Stanton LLC,Ducks,Caliban,Messier 83,Rustic Concrete Table,California sorcerors,Identification,5-May-14,5-Aug-14,No,0,0
"Runte, White and Spinka",Ducks,Amalthea,Milky Way,Rustic Concrete Car,California sorcerors,Proposal,29-Apr-14,27-May-14,No,0,336.9
Waelchi Group,Dogs,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,30-Apr-14,20-Jun-14,No,0,480
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,30-Apr-14,25-Jul-14,Yes,,0
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,30-Apr-14,25-Jul-14,Yes,,0
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Proposal,30-Apr-14,25-Jul-14,Yes,,0
Raynor Group,Bees,Amalthea,Milky Way,Incredible Steel Shirt,California sorcerors,Qualification,11-Apr-14,30-Apr-14,Yes,1700.5,3.7
"Littel, Weissnat and Goodwin",Dogs,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,30-Apr-14,1-Jul-14,No,,0
Ankunding LLC,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,2-May-14,4-Jul-14,No,5000,1000
"Goodwin, Kuvalis and Quigley",Horses,Carpo,Andromeda,Sleek Rubber Gloves,California sorcerors,Proposal,2-May-14,31-May-14,No,0,800
"Goodwin, Kuvalis and Quigley",Horses,Carpo,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,2-May-14,31-May-14,No,0,352
O'Keefe Group,Dogs,Arche,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,6-May-14,6-May-14,Yes,,0
Mraz Group,Lycanthropes,Adrastea,Omega,Fantastic Cotton Pants,California sorcerors,Qualification,11-Apr-14,30-Apr-14,No,1097.5,726.2
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Apr-14,No,0,304.9
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,0,1313
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Mar-14,No,0,841.4
Mraz Group,Lycanthropes,Adrastea,Omega,Fantastic Cotton Pants,California sorcerors,Qualification,11-Apr-14,31-May-14,No,0,5049.9
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,4390.1,2439
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jul-14,No,0,304.9
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jan-14,No,0,304.9
Mraz Group,Lycanthropes,Adrastea,Omega,Fantastic Cotton Pants,California sorcerors,Qualification,11-Apr-14,31-May-14,No,0,50811.8
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Nov-14,No,7316.9,1829.2
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,1463.4,182.9
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Decision,11-Apr-14,31-Mar-14,No,0,61
Mraz Group,Lycanthropes,Adrastea,Omega,Fantastic Cotton Pants,California sorcerors,Qualification,11-Apr-14,31-May-14,No,0,731.7
Rippin Group,Vixens,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Proposal,11-Apr-14,27-Nov-13,No,19733.4,181.8
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Oct-14,No,0,609.7
"Mills, Vandervort and Franecki",Ducks,Amalthea,Milky Way,Rustic Concrete Car,California sorcerors,Qualification,11-Apr-14,28-Mar-15,No,4390.1,15243.5
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Dec-14,No,39995.2,6665.9
"Pfannerstill, Gutkowski and Batz",Foxes,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,19-Sep-14,No,60598.7,1212
Walsh-Windler,Horses,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,14-Apr-14,29-Sep-14,No,,1000
"Hilll, Mitchell and Grant",Kangaroos,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Qualification,16-Apr-14,30-May-15,No,,2250
"Hilll, Mitchell and Grant",Kangaroos,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,16-Apr-14,30-May-15,No,,3000
Leuschke-Effertz,Vixens,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Apr-14,30-Sep-14,No,,1850
Daniel-Greenholt,Dogs,Aitne,Centaurus A,Ergonomic Plastic Pants,Alabama chickens,Decision,24-Apr-14,28-May-14,No,1,360
"Wisozk, Hickle and Graham",Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,30-Apr-14,13-Oct-14,No,,180
"Wisozk, Hickle and Graham",Bees,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Apr-14,13-Oct-14,No,,180
"Littel, Weissnat and Goodwin",Dogs,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Proposal,30-Apr-14,1-Jul-14,No,,5000
Wolf-Stanton,Dogs,Carpo,Andromeda,Sleek Rubber Gloves,California sorcerors,Qualification,7-Apr-14,6-Jun-14,No,,800
Wolf-Stanton,Dogs,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,7-Apr-14,6-Jun-14,No,,1500
Wolf-Stanton,Dogs,Carpo,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,7-Apr-14,6-Jun-14,No,,600
Daugherty-Stroman,Dogs,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,30-Apr-14,22-Sep-14,No,30000,12000
"Sporer, Padberg and Klein",Vixens,Amalthea,Milky Way,Ergonomic Plastic Pants,Alabama chickens,Proposal,15-Apr-14,30-Jun-14,No,5000,1200
Ankunding LLC,Bees,Amalthea,Milky Way,Practical Steel Table,Alabama chickens,Identification,25-Apr-14,8-Aug-14,No,1212,20603.6
"Daugherty, Metz and Huels",Foxes,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Qualification,11-Apr-14,31-Jul-14,No,60598.7,96957.9
Wuckert and Sons,Bees,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,24-Apr-14,30-Sep-14,No,,64680
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Identification,28-Apr-14,30-Sep-14,No,6059.6,0
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Identification,16-Apr-14,30-Sep-14,No,,242.4
Leuschke-Effertz,Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,30-Apr-14,30-Sep-14,No,,1850
Bruen-Berge,Bees,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,16-Apr-14,1-Aug-14,No,,0
Bruen-Berge,Bees,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Identification,16-Apr-14,1-Aug-14,No,,0
Bruen-Berge,Bees,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,16-Apr-14,1-Aug-14,No,,0
Bruen-Berge,Bees,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Identification,16-Apr-14,1-Aug-14,No,,0
